datetime,demand_mwh,country
2024-05-21 13:00:00,60152.5,Germany
2024-05-21 14:00:00,60570.5,Germany
2024-05-21 15:00:00,60376.25,Germany
2024-05-21 16:00:00,59100.75,Germany
2024-05-21 17:00:00,58199.25,Germany
2024-05-21 18:00:00,58124.0,Germany
2024-05-21 19:00:00,58702.25,Germany
2024-05-21 20:00:00,56491.0,Germany
2024-05-21 21:00:00,54389.25,Germany
2024-05-21 22:00:00,51135.75,Germany
2024-05-21 23:00:00,47647.0,Germany
2024-05-22 00:00:00,44714.5,Germany
2024-05-22 01:00:00,43335.0,Germany
2024-05-22 02:00:00,42704.5,Germany
2024-05-22 03:00:00,43377.25,Germany
2024-05-22 04:00:00,43821.25,Germany
2024-05-22 05:00:00,46234.0,Germany
2024-05-22 06:00:00,52744.75,Germany
2024-05-22 07:00:00,57955.0,Germany
2024-05-22 08:00:00,61403.5,Germany
2024-05-22 09:00:00,62495.0,Germany
2024-05-22 10:00:00,63192.5,Germany
2024-05-22 11:00:00,63385.75,Germany
2024-05-22 12:00:00,62368.25,Germany
2024-05-22 13:00:00,62058.0,Germany
2024-05-22 14:00:00,61289.75,Germany
2024-05-22 15:00:00,59465.25,Germany
2024-05-22 16:00:00,57586.0,Germany
2024-05-22 17:00:00,57885.25,Germany
2024-05-22 18:00:00,57603.25,Germany
2024-05-22 19:00:00,57110.75,Germany
2024-05-22 20:00:00,55368.25,Germany
2024-05-22 21:00:00,53595.5,Germany
2024-05-22 22:00:00,50881.0,Germany
2024-05-22 23:00:00,46599.5,Germany
2024-05-23 00:00:00,43230.75,Germany
2024-05-23 01:00:00,41933.5,Germany
2024-05-23 02:00:00,41010.25,Germany
2024-05-23 03:00:00,41039.5,Germany
2024-05-23 04:00:00,41733.25,Germany
2024-05-23 05:00:00,44165.25,Germany
2024-05-23 06:00:00,50733.0,Germany
2024-05-23 07:00:00,55448.25,Germany
2024-05-23 08:00:00,58612.5,Germany
2024-05-23 09:00:00,59318.25,Germany
2024-05-23 10:00:00,59745.0,Germany
2024-05-23 11:00:00,60015.0,Germany
2024-05-23 12:00:00,58520.5,Germany
2024-05-23 13:00:00,57542.25,Germany
2024-05-23 14:00:00,56118.5,Germany
2024-05-23 15:00:00,55595.0,Germany
2024-05-23 16:00:00,55032.5,Germany
2024-05-23 17:00:00,54570.75,Germany
2024-05-23 18:00:00,54425.25,Germany
2024-05-23 19:00:00,54070.75,Germany
2024-05-23 20:00:00,51920.25,Germany
2024-05-23 21:00:00,49904.25,Germany
2024-05-23 22:00:00,47385.5,Germany
2024-05-23 23:00:00,43827.25,Germany
2024-05-24 00:00:00,41257.0,Germany
2024-05-24 01:00:00,39894.75,Germany
2024-05-24 02:00:00,39218.75,Germany
2024-05-24 03:00:00,39472.0,Germany
2024-05-24 04:00:00,40334.0,Germany
2024-05-24 05:00:00,42620.75,Germany
2024-05-24 06:00:00,48896.25,Germany
2024-05-24 07:00:00,54206.5,Germany
2024-05-24 08:00:00,57411.5,Germany
2024-05-24 09:00:00,58504.5,Germany
2024-05-24 10:00:00,58982.25,Germany
2024-05-24 11:00:00,60075.0,Germany
2024-05-24 12:00:00,59918.25,Germany
2024-05-24 13:00:00,58019.25,Germany
2024-05-24 14:00:00,56023.25,Germany
2024-05-24 15:00:00,55559.75,Germany
2024-05-24 16:00:00,55227.5,Germany
2024-05-24 17:00:00,53983.25,Germany
2024-05-24 18:00:00,53699.0,Germany
2024-05-24 19:00:00,52895.0,Germany
2024-05-24 20:00:00,50538.0,Germany
2024-05-24 21:00:00,48303.5,Germany
2024-05-24 22:00:00,45653.0,Germany
2024-05-24 23:00:00,42267.75,Germany
2024-05-25 00:00:00,38307.5,Germany
2024-05-25 01:00:00,36738.75,Germany
2024-05-25 02:00:00,35616.75,Germany
2024-05-25 03:00:00,35195.0,Germany
2024-05-25 04:00:00,35270.0,Germany
2024-05-25 05:00:00,35455.5,Germany
2024-05-25 06:00:00,37377.75,Germany
2024-05-25 07:00:00,40013.75,Germany
2024-05-25 08:00:00,43013.25,Germany
2024-05-25 09:00:00,45665.0,Germany
2024-05-25 10:00:00,47098.25,Germany
2024-05-25 11:00:00,48292.75,Germany
2024-05-25 12:00:00,47845.75,Germany
2024-05-25 13:00:00,46240.5,Germany
2024-05-25 14:00:00,44334.75,Germany
2024-05-25 15:00:00,42996.75,Germany
2024-05-25 16:00:00,42070.5,Germany
2024-05-25 17:00:00,42603.0,Germany
2024-05-25 18:00:00,43574.5,Germany
2024-05-25 19:00:00,43576.0,Germany
2024-05-25 20:00:00,42360.0,Germany
2024-05-25 21:00:00,41262.5,Germany
2024-05-25 22:00:00,40245.0,Germany
2024-05-25 23:00:00,37039.25,Germany
2024-05-26 00:00:00,36705.5,Germany
2024-05-26 01:00:00,34826.5,Germany
2024-05-26 02:00:00,33847.0,Germany
2024-05-26 03:00:00,33648.0,Germany
2024-05-26 04:00:00,33970.5,Germany
2024-05-26 05:00:00,33519.5,Germany
2024-05-26 06:00:00,34025.75,Germany
2024-05-26 07:00:00,36618.5,Germany
2024-05-26 08:00:00,39861.5,Germany
2024-05-26 09:00:00,42206.0,Germany
2024-05-26 10:00:00,43591.0,Germany
2024-05-26 11:00:00,45051.25,Germany
2024-05-26 12:00:00,44886.25,Germany
2024-05-26 13:00:00,43370.5,Germany
2024-05-26 14:00:00,42512.0,Germany
2024-05-26 15:00:00,42312.75,Germany
2024-05-26 16:00:00,42344.0,Germany
2024-05-26 17:00:00,43672.25,Germany
2024-05-26 18:00:00,44728.25,Germany
2024-05-26 19:00:00,45303.25,Germany
2024-05-26 20:00:00,44637.25,Germany
2024-05-26 21:00:00,44780.75,Germany
2024-05-26 22:00:00,44411.75,Germany
2024-05-26 23:00:00,42000.25,Germany
2024-05-27 00:00:00,39830.0,Germany
2024-05-27 01:00:00,38557.75,Germany
2024-05-27 02:00:00,38174.75,Germany
2024-05-27 03:00:00,38223.0,Germany
2024-05-27 04:00:00,39292.75,Germany
2024-05-27 05:00:00,42029.0,Germany
2024-05-27 06:00:00,48795.75,Germany
2024-05-27 07:00:00,53966.75,Germany
2024-05-27 08:00:00,57268.75,Germany
2024-05-27 09:00:00,58456.25,Germany
2024-05-27 10:00:00,59483.75,Germany
2024-05-27 11:00:00,59773.5,Germany
2024-05-27 12:00:00,58783.0,Germany
2024-05-27 13:00:00,57931.75,Germany
2024-05-27 14:00:00,56644.5,Germany
2024-05-27 15:00:00,55490.75,Germany
2024-05-27 16:00:00,53607.0,Germany
2024-05-27 17:00:00,53823.0,Germany
2024-05-27 18:00:00,54204.0,Germany
2024-05-27 19:00:00,53766.5,Germany
2024-05-27 20:00:00,51655.0,Germany
2024-05-27 21:00:00,49890.75,Germany
2024-05-27 22:00:00,46815.25,Germany
2024-05-27 23:00:00,43394.25,Germany
2024-05-28 00:00:00,40554.5,Germany
2024-05-28 01:00:00,39151.0,Germany
2024-05-28 02:00:00,38923.0,Germany
2024-05-28 03:00:00,38854.25,Germany
2024-05-28 04:00:00,38945.25,Germany
2024-05-28 05:00:00,41926.75,Germany
2024-05-28 06:00:00,48592.0,Germany
2024-05-28 07:00:00,53136.75,Germany
2024-05-28 08:00:00,56184.0,Germany
2024-05-28 09:00:00,56839.75,Germany
2024-05-28 10:00:00,58341.75,Germany
2024-05-28 11:00:00,59341.75,Germany
2024-05-28 12:00:00,58919.0,Germany
2024-05-28 13:00:00,57981.75,Germany
2024-05-28 14:00:00,55781.5,Germany
2024-05-28 15:00:00,54928.5,Germany
2024-05-28 16:00:00,54640.25,Germany
2024-05-28 17:00:00,54131.0,Germany
2024-05-28 18:00:00,53644.25,Germany
2024-05-28 19:00:00,52989.0,Germany
2024-05-28 20:00:00,51589.0,Germany
2024-05-28 21:00:00,50013.5,Germany
2024-05-28 22:00:00,48026.0,Germany
2024-05-28 23:00:00,45338.0,Germany
2024-05-29 00:00:00,42945.5,Germany
2024-05-29 01:00:00,41669.5,Germany
2024-05-29 02:00:00,40929.75,Germany
2024-05-29 03:00:00,40783.0,Germany
2024-05-29 04:00:00,42111.25,Germany
2024-05-29 05:00:00,45141.0,Germany
2024-05-29 06:00:00,51169.5,Germany
2024-05-29 07:00:00,56228.75,Germany
